Mean
72869.932090086
58381.787361972936
-245465.5518166175
-954671.1444870171
-2032347.0401285116
72390.56820423985
78202.9237478524
-148543.98143218248
-732527.0914923634
-1713029.0498132065
67243.36509030481
59109.01792898592
-87275.63745843015
-587851.6569870136
-1438208.2219262854
67024.36808693386
91611.89928272761
-28379.369070499914
-436806.02553015953
-1248952.5483457926
72456.5619105441
113509.01142445965
6140.741993143093
-334574.6168523973
-1040154.6902903101
