epoch,train_loss,test_loss,physics_loss
1,4.454392910003662,2.520009994506836,0.0
2,4.445184230804443,2.517193555831909,0.0
3,4.433902263641357,2.513629198074341,0.0
4,4.4196295738220215,2.5090949535369873,0.0
5,4.4019036293029785,2.503455877304077,0.0
6,4.380159378051758,2.4964494705200195,0.0
7,4.353846073150635,2.4878640174865723,0.0
8,4.321910381317139,2.477238416671753,0.0
9,4.283536434173584,2.464252471923828,0.0
10,4.237820625305176,2.4485952854156494,0.0
11,4.183687686920166,2.4298930168151855,0.0
12,4.119752883911133,2.407721996307373,0.0
13,4.044690132141113,2.3816590309143066,0.0
14,3.9580414295196533,2.351783037185669,0.0
15,3.8597328662872314,2.318341016769409,0.0
16,3.749053955078125,2.2814595699310303,0.0
17,3.626396894454956,2.2418785095214844,0.0
18,3.494842529296875,2.201563835144043,0.0
19,3.35986065864563,2.1638343334198,0.0
20,3.231536865234375,2.134235382080078,0.0
21,3.125089645385742,2.1205592155456543,0.0
22,3.058317184448242,2.130634307861328,0.0
23,3.0401227474212646,2.164494276046753,0.0
24,3.0515434741973877,2.203110933303833,0.0
25,3.049379587173462,2.2159385681152344,0.0
26,3.010712146759033,2.1911864280700684,0.0
27,2.947105884552002,2.14011549949646,0.0
28,2.88112473487854,2.079867362976074,0.0
29,2.831216812133789,2.0256714820861816,0.0
30,2.802999973297119,1.9844520092010498,0.0
31,2.7919323444366455,1.95601224899292,0.0
32,2.7904014587402344,1.9381626844406128,0.0
33,2.79087233543396,1.9273152351379395,0.0
34,2.7886228561401367,1.92059326171875,0.0
35,2.7809269428253174,1.9161618947982788,0.0
36,2.7665765285491943,1.9128769636154175,0.0
37,2.7496399879455566,1.9115689992904663,0.0
38,2.7313971519470215,1.9122207164764404,0.0
39,2.715019702911377,1.9154186248779297,0.0
40,2.7024009227752686,1.9211820363998413,0.0
41,2.6942508220672607,1.9287461042404175,0.0
42,2.689312696456909,1.9362049102783203,0.0
43,2.684534788131714,1.9413245916366577,0.0
44,2.6772587299346924,1.9421658515930176,0.0
45,2.6671042442321777,1.9383516311645508,0.0
46,2.6553163528442383,1.9310716390609741,0.0
47,2.643125295639038,1.9221842288970947,0.0
48,2.6329078674316406,1.9135189056396484,0.0
49,2.6244397163391113,1.9061803817749023,0.0
50,2.6161906719207764,1.9005014896392822,0.0
51,2.6074931621551514,1.896474838256836,0.0
52,2.597224712371826,1.8940954208374023,0.0
53,2.58459734916687,1.8931111097335815,0.0
54,2.569812536239624,1.8935168981552124,0.0
55,2.5532188415527344,1.8953803777694702,0.0
56,2.5365712642669678,1.8986260890960693,0.0
57,2.51983380317688,1.9028136730194092,0.0
58,2.5046403408050537,1.9069480895996094,0.0
59,2.4885566234588623,1.9103668928146362,0.0
60,2.4721763134002686,1.911818027496338,0.0
61,2.4550769329071045,1.9098615646362305,0.0
62,2.4372501373291016,1.9050650596618652,0.0
63,2.4175667762756348,1.8977890014648438,0.0
64,2.3983583450317383,1.8886082172393799,0.0
65,2.379624605178833,1.8805345296859741,0.0
66,2.36169171333313,1.8741458654403687,0.0
67,2.3396689891815186,1.8665883541107178,0.0
68,2.316769599914551,1.861652135848999,0.0
69,2.296924352645874,1.857147216796875,0.0
70,2.277735948562622,1.8493328094482422,0.0
71,2.251666784286499,1.8318419456481934,0.0
72,2.225234270095825,1.8108028173446655,0.0
73,2.2002980709075928,1.7901439666748047,0.0
74,2.176856517791748,1.7718315124511719,0.0
75,2.152233123779297,1.7529529333114624,0.0
76,2.126149892807007,1.73466157913208,0.0
77,2.1004767417907715,1.7185286283493042,0.0
78,2.07865309715271,1.7027592658996582,0.0
79,2.0572726726531982,1.6873705387115479,0.0
80,2.03446364402771,1.6651945114135742,0.0
81,2.0136876106262207,1.6450742483139038,0.0
82,1.994564414024353,1.6262099742889404,0.0
83,1.9737852811813354,1.605995535850525,0.0
84,1.9523767232894897,1.5854377746582031,0.0
85,1.9354660511016846,1.5637056827545166,0.0
86,1.9156967401504517,1.5495727062225342,0.0
87,1.896677851676941,1.5374724864959717,0.0
88,1.877046823501587,1.5236896276474,0.0
89,1.8580130338668823,1.5119231939315796,0.0
90,1.8396953344345093,1.4977139234542847,0.0
91,1.8230949640274048,1.4804608821868896,0.0
92,1.8056621551513672,1.4705848693847656,0.0
93,1.7888424396514893,1.4553353786468506,0.0
94,1.7768871784210205,1.4424309730529785,0.0
95,1.7592309713363647,1.4269351959228516,0.0
96,1.7429507970809937,1.41571843624115,0.0
97,1.7265312671661377,1.4056285619735718,0.0
98,1.7139843702316284,1.3947023153305054,0.0
99,1.6980968713760376,1.3804266452789307,0.0
100,1.6845051050186157,1.3664138317108154,0.0
101,1.6719149351119995,1.3547900915145874,0.0
102,1.6564785242080688,1.3450613021850586,0.0
103,1.6439964771270752,1.3389508724212646,0.0
104,1.6318352222442627,1.3270677328109741,0.0
105,1.6175711154937744,1.3137054443359375,0.0
106,1.6022266149520874,1.30100417137146,0.0
107,1.5887378454208374,1.2923824787139893,0.0
