epoch,train_loss,test_loss,physics_loss
1,4.44415807723999,2.577019214630127,0.0
2,4.4142842292785645,2.5689847469329834,0.0
3,4.3713603019714355,2.555450439453125,0.0
4,4.3024139404296875,2.530501127243042,0.0
5,4.195664882659912,2.4878411293029785,0.0
6,4.042703151702881,2.420977830886841,0.0
7,3.844571828842163,2.327054500579834,0.0
8,3.6189987659454346,2.2142128944396973,0.0
9,3.4010467529296875,2.107557773590088,0.0
10,3.2293756008148193,2.0405080318450928,0.0
11,3.1209402084350586,2.02740740776062,0.0
12,3.0659351348876953,2.0554826259613037,0.0
13,3.0635182857513428,2.132619857788086,0.0
14,3.106947660446167,2.255521535873413,0.0
15,3.127901792526245,2.3209047317504883,0.0
16,3.0999667644500732,2.2862708568573,0.0
17,3.049359083175659,2.195016860961914,0.0
18,3.014498710632324,2.117173194885254,0.0
19,3.004865884780884,2.0789620876312256,0.0
20,2.9988529682159424,2.0522427558898926,0.0
21,2.986515522003174,2.021930456161499,0.0
22,2.9709300994873047,1.9933208227157593,0.0
23,2.9547832012176514,1.97122323513031,0.0
24,2.9383273124694824,1.9560630321502686,0.0
25,2.9210851192474365,1.9473934173583984,0.0
26,2.902918577194214,1.9449424743652344,0.0
27,2.883955717086792,1.9483082294464111,0.0
28,2.8642966747283936,1.956793189048767,0.0
29,2.8442349433898926,1.9694406986236572,0.0
30,2.8246045112609863,1.9853525161743164,0.0
31,2.806486129760742,2.004068374633789,0.0
32,2.790524959564209,2.0252737998962402,0.0
33,2.7765896320343018,2.0478053092956543,0.0
34,2.7639400959014893,2.0690884590148926,0.0
35,2.751319646835327,2.0854976177215576,0.0
36,2.7371389865875244,2.0934648513793945,0.0
37,2.720140218734741,2.0909640789031982,0.0
38,2.700230598449707,2.078453779220581,0.0
39,2.6786913871765137,2.0583314895629883,0.0
40,2.657566785812378,2.0333120822906494,0.0
41,2.6379427909851074,2.004927158355713,0.0
42,2.619002103805542,1.9729068279266357,0.0
43,2.598961353302002,1.9359296560287476,0.0
44,2.5767979621887207,1.8928827047348022,0.0
45,2.552605628967285,1.8438992500305176,0.0
46,2.5263218879699707,1.7908916473388672,0.0
47,2.497284173965454,1.7367557287216187,0.0
48,2.4654693603515625,1.6839556694030762,0.0
49,2.4318504333496094,1.635181188583374,0.0
50,2.3985748291015625,1.5951083898544312,0.0
51,2.370198965072632,1.56825590133667,0.0
52,2.348378896713257,1.5529651641845703,0.0
53,2.329488515853882,1.5450657606124878,0.0
54,2.3140857219696045,1.5446577072143555,0.0
55,2.3040273189544678,1.551491141319275,0.0
56,2.297342300415039,1.5606966018676758,0.0
57,2.29175066947937,1.5671718120574951,0.0
