epoch,train_loss,test_loss,physics_loss
1,4.450591564178467,2.3737406730651855,0.0
2,4.416919231414795,2.3643624782562256,0.0
3,4.381568431854248,2.354727268218994,0.0
4,4.344121932983398,2.3446455001831055,0.0
5,4.304165363311768,2.333950996398926,0.0
6,4.26131010055542,2.3225107192993164,0.0
7,4.215200424194336,2.31021785736084,0.0
8,4.165501594543457,2.296980381011963,0.0
9,4.1119065284729,2.2827212810516357,0.0
10,4.05415678024292,2.267390251159668,0.0
11,3.9920737743377686,2.2509803771972656,0.0
12,3.9255733489990234,2.2335431575775146,0.0
13,3.8547000885009766,2.2151970863342285,0.0
14,3.779625654220581,2.1961119174957275,0.0
15,3.700688123703003,2.176520347595215,0.0
16,3.618441104888916,2.15673828125,0.0
17,3.5337016582489014,2.137179374694824,0.0
18,3.4476068019866943,2.118375778198242,0.0
19,3.3616764545440674,2.101001262664795,0.0
20,3.2778661251068115,2.085888147354126,0.0
21,3.1985886096954346,2.0740222930908203,0.0
22,3.126647710800171,2.0664708614349365,0.0
23,3.065051794052124,2.0642337799072266,0.0
24,3.016561508178711,2.0679287910461426,0.0
25,2.982961416244507,2.077335834503174,0.0
26,2.9641480445861816,2.0909318923950195,0.0
27,2.9574315547943115,2.105706214904785,0.0
28,2.9576430320739746,2.1175503730773926,0.0
29,2.958470344543457,2.1223936080932617,0.0
30,2.9547841548919678,2.11769437789917,0.0
31,2.9444196224212646,2.1032485961914062,0.0
32,2.92828369140625,2.080900192260742,0.0
33,2.909184217453003,2.0536065101623535,0.0
34,2.8903822898864746,2.0245020389556885,0.0
35,2.874518394470215,1.9962596893310547,0.0
36,2.8630177974700928,1.970742106437683,0.0
37,2.8559653759002686,1.948889136314392,0.0
38,2.85249662399292,1.9309096336364746,0.0
39,2.8512864112854004,1.9165433645248413,0.0
40,2.8509328365325928,1.905282735824585,0.0
41,2.85023832321167,1.8965568542480469,0.0
42,2.8483638763427734,1.8898518085479736,0.0
43,2.8448753356933594,1.8847732543945312,0.0
44,2.8397109508514404,1.8810667991638184,0.0
45,2.8331120014190674,1.8786066770553589,0.0
46,2.8255205154418945,1.8773664236068726,0.0
47,2.8174591064453125,1.8773853778839111,0.0
48,2.8094518184661865,1.878709316253662,0.0
49,2.801905393600464,1.881353735923767,0.0
50,2.7951388359069824,1.8852338790893555,0.0
51,2.7892444133758545,1.890176773071289,0.0
52,2.7840797901153564,1.8958954811096191,0.0
53,2.779334783554077,1.902008295059204,0.0
54,2.774618148803711,1.908085584640503,0.0
55,2.7695491313934326,1.9136996269226074,0.0
56,2.763866662979126,1.918493628501892,0.0
57,2.7574543952941895,1.922214388847351,0.0
58,2.7503762245178223,1.924743413925171,0.0
59,2.742797613143921,1.9260749816894531,0.0
60,2.7349071502685547,1.926314353942871,0.0
