epoch,train_loss,test_loss,physics_loss
1,4.48998498916626,2.4777681827545166,0.0
2,4.442770481109619,2.458169460296631,0.0
3,4.3973283767700195,2.4393110275268555,0.0
4,4.349841117858887,2.419851779937744,0.0
5,4.297181606292725,2.398772716522217,0.0
6,4.237022399902344,2.3753294944763184,0.0
7,4.167539596557617,2.348994731903076,0.0
8,4.087201118469238,2.3194499015808105,0.0
9,3.994737386703491,2.2865633964538574,0.0
10,3.889263868331909,2.250418186187744,0.0
11,3.7704734802246094,2.2114028930664062,0.0
12,3.6388726234436035,2.17031192779541,0.0
13,3.496110677719116,2.1284570693969727,0.0
14,3.3453996181488037,2.087799549102783,0.0
15,3.1920523643493652,2.0511412620544434,0.0
16,3.0440480709075928,2.0222525596618652,0.0
17,2.912226915359497,2.0054643154144287,0.0
18,2.8090322017669678,2.0040998458862305,0.0
19,2.7439634799957275,2.017096519470215,0.0
20,2.7152962684631348,2.034909725189209,0.0
21,2.7051124572753906,2.0403647422790527,0.0
22,2.688938617706299,2.018796443939209,0.0
23,2.6530864238739014,1.9676997661590576,0.0
24,2.600613832473755,1.8959712982177734,0.0
25,2.5444247722625732,1.8171333074569702,0.0
26,2.497683048248291,1.743302345275879,0.0
27,2.467740058898926,1.6821467876434326,0.0
28,2.4546403884887695,1.636411190032959,0.0
29,2.453118085861206,1.6050342321395874,0.0
30,2.4561197757720947,1.5849266052246094,0.0
31,2.4577786922454834,1.572614073753357,0.0
32,2.454751968383789,1.5652259588241577,0.0
33,2.446159839630127,1.5608127117156982,0.0
34,2.4328994750976562,1.5582793951034546,0.0
35,2.416874647140503,1.5571656227111816,0.0
36,2.4003262519836426,1.5573818683624268,0.0
37,2.385284185409546,1.5589492321014404,0.0
38,2.373136281967163,1.561780333518982,0.0
39,2.3643276691436768,1.565529227256775,0.0
40,2.3582828044891357,1.5695441961288452,0.0
41,2.3536319732666016,1.572957992553711,0.0
42,2.348755359649658,1.57489812374115,0.0
43,2.3424365520477295,1.5747506618499756,0.0
44,2.3343145847320557,1.5723447799682617,0.0
45,2.324899911880493,1.5679903030395508,0.0
46,2.3152005672454834,1.5623559951782227,0.0
47,2.3062021732330322,1.556273341178894,0.0
48,2.298476457595825,1.5505459308624268,0.0
49,2.2920491695404053,1.5458258390426636,0.0
50,2.286513566970825,1.5425670146942139,0.0
51,2.1142165282415966,1.4902129248967246,0.4241193357914213
52,1.9395853375631666,1.3598194084470234,0.2903670464006681
53,1.7534891310192289,1.2801450718016851,0.2350431393299784
54,1.461134394009908,1.1711971797640361,0.17835080635453027
55,1.250385598530845,1.0723279809194899,0.4180112536700945
56,1.104378372903854,0.9985128414063227,0.22133950829978974
57,0.9957938856548734,0.965505336012159,0.2429519947322588
58,0.8992846806844076,0.9389425459362212,0.1890136863858927
59,1.1427098351811606,1.1844076268256656,0.7124022920689885
60,0.938367139725458,1.0164557884609888,0.4991396353358314
61,0.890757902274056,0.984979510307312,0.436063314714129
62,0.8632994218478127,0.9684273496506706,0.34271013145408935
63,0.8368002138440571,0.9499448055312747,0.24470261318816078
64,0.8147830934751601,0.9353373485898214,0.25172372599915854
65,0.7946951966437082,0.9203538449983748,0.2776429094965496
66,0.7752681828680492,0.9070257326913258,0.2533137508564525
67,0.7572583102044605,0.8930552346365792,0.2549109255510663
68,0.7395736035846528,0.8815621714743357,0.28792248015838956
69,0.7221393093230233,0.8703959281482394,0.23094394477823424
70,0.7057830804870242,0.861137054269276,0.2383253557814492
71,0.6897751518658229,0.8532585539515056,0.20839753587331092
72,0.6742582406316485,0.845786192114391,0.2355228585028459
73,0.6589434724005442,0.8399391202699571,0.1949112339625283
74,0.6443631175964598,0.8345297593919058,0.25306365603492376
75,0.6296610311856345,0.8297808359539698,0.23058867005128708
76,0.615773252078465,0.8248647385173373,0.21807091316533467
77,0.602350670193869,0.8206097635011824,0.19886283192133147
78,0.5895862106292967,0.816654500507173,0.22908492303556865
79,0.5772327922639393,0.812542422423287,0.28891870320316343
80,0.5647557302126809,0.8083767115123688,0.21091191169051898
81,0.5527638187484135,0.8045001834157913,0.2361802545686563
82,0.5408095329526871,0.7999829612081013,0.21831387801775856
83,0.5346341369644044,0.7973795296653868,0.34000570031385574
84,0.531059569782681,0.7945570274004861,0.6578465875179048
