train_loss,test_loss,physics_loss,learning_rate
4.573057651519775,1.7877193689346313,0.0,0.001
4.544839382171631,1.7787704467773438,0.0,0.001
4.506890773773193,1.7688688039779663,0.0,0.001
4.44940710067749,1.7563278675079346,0.0,0.001
4.363563060760498,1.739211916923523,0.0,0.001
4.239852428436279,1.715575098991394,0.0,0.001
4.068889141082764,1.6841331720352173,0.0,0.001
3.8450562953948975,1.645655870437622,0.0,0.001
3.5743439197540283,1.6063812971115112,0.0,0.001
3.2873497009277344,1.5858275890350342,0.0,0.001
3.0582168102264404,1.6263389587402344,0.0,0.001
2.998156785964966,1.7743972539901733,0.0,0.001
3.090583324432373,1.9500292539596558,0.0,0.001
3.124629497528076,1.9808228015899658,0.0,0.001
3.041720151901245,1.874197006225586,0.0,0.001
2.929441213607788,1.7274894714355469,0.0,0.001
2.8603692054748535,1.604153037071228,0.0,0.001
2.8460676670074463,1.5214366912841797,0.0,0.001
2.8619840145111084,1.4728294610977173,0.0,0.001
2.8801352977752686,1.4466270208358765,0.0,0.001
2.883624792098999,1.4335967302322388,0.0,0.001
2.8671188354492188,1.4279968738555908,0.0,0.001
2.8331406116485596,1.426426649093628,0.0,0.001
2.788733720779419,1.4264843463897705,0.0,0.001
2.7428975105285645,1.4258291721343994,0.0,0.001
2.7039332389831543,1.4215677976608276,0.0,0.001
2.6761474609375,1.4096649885177612,0.0,0.001
2.65716552734375,1.3851200342178345,0.0,0.001
2.6389546394348145,1.3437676429748535,0.0,0.001
2.613844871520996,1.285343050956726,0.0,0.001
2.5811233520507812,1.2155879735946655,0.0,0.001
2.5476787090301514,1.1448529958724976,0.0,0.001
2.521967887878418,1.0834200382232666,0.0,0.001
2.507146120071411,1.037180781364441,0.0,0.001
2.4993722438812256,1.006833791732788,0.0,0.001
2.4915921688079834,0.9897564053535461,0.0,0.001
2.478539228439331,0.982181966304779,0.0,0.001
2.4599664211273193,0.9814383387565613,0.0,0.001
2.440103530883789,0.9867631793022156,0.0,0.001
2.423419952392578,0.9972990155220032,0.0,0.001
2.410827398300171,1.009393572807312,0.0,0.001
2.3999080657958984,1.0158536434173584,0.0,0.001
2.3883142471313477,1.0086115598678589,0.0,0.001
2.376312017440796,0.9840731024742126,0.0,0.001
2.36578369140625,0.9466399550437927,0.0,0.001
2.357386350631714,0.9067007899284363,0.0,0.001
2.3497040271759033,0.8748739361763,0.0,0.001
2.3409976959228516,0.8567346930503845,0.0,0.001
2.3309133052825928,0.8510118722915649,0.0,0.001
2.320646047592163,0.8518472909927368,0.0,0.001
2.311436176300049,0.8530990481376648,0.0,0.001
2.302828311920166,0.8516126871109009,0.0,0.001
2.2933647632598877,0.8473526239395142,0.0,0.001
2.282794952392578,0.8411008715629578,0.0,0.001
2.2723419666290283,0.8333902359008789,0.0,0.001
2.2631618976593018,0.8255707025527954,0.0,0.001
2.255537509918213,0.8197727203369141,0.0,0.001
2.2487916946411133,0.8165814280509949,0.0,0.001
2.2418081760406494,0.8137397766113281,0.0,0.001
2.2342190742492676,0.8084579706192017,0.0,0.001
2.226454496383667,0.8006525039672852,0.0,0.001
2.2188117504119873,0.7929452061653137,0.0,0.001
2.2114369869232178,0.7878221869468689,0.0,0.001
2.2046821117401123,0.7857293486595154,0.0,0.001
2.1985230445861816,0.785438597202301,0.0,0.001
2.1922271251678467,0.7851886749267578,0.0,0.001
2.1853740215301514,0.7836907505989075,0.0,0.001
2.178518295288086,0.7808085083961487,0.0,0.001
2.172151803970337,0.7773999571800232,0.0,0.001
2.1661078929901123,0.7744290232658386,0.0,0.001
2.160365343093872,0.7723184823989868,0.0,0.001
2.155128002166748,0.7710000276565552,0.0,0.001
2.1504855155944824,0.770211398601532,0.0,0.001
2.1465184688568115,0.769580602645874,0.0,0.001
2.142711639404297,0.7684876322746277,0.0,0.001
2.1383512020111084,0.7664675116539001,0.0,0.001
2.133867025375366,0.7638285756111145,0.0,0.001
2.129566192626953,0.7612089514732361,0.0,0.001
2.12516188621521,0.7591364979743958,0.0,0.001
2.121122121810913,0.7580202221870422,0.0,0.001
2.117546796798706,0.7578518986701965,0.0,0.001
2.113952159881592,0.7585820555686951,0.0,0.001
2.1105754375457764,0.7604009509086609,0.0,0.001
2.1075620651245117,0.7627536058425903,0.0,0.001
2.104567050933838,0.7642706036567688,0.0,0.001
2.101642370223999,0.7643550038337708,0.0,0.001
2.0990240573883057,0.7637562155723572,0.0,0.001
2.096545934677124,0.7634395956993103,0.0,0.001
2.0939929485321045,0.7638559341430664,0.0,0.001
2.091449022293091,0.7649303078651428,0.0,0.001
2.088900327682495,0.765864372253418,0.0,0.001
2.08625864982605,0.7659072875976562,0.0,0.001
2.0837202072143555,0.7656192183494568,0.0,0.001
2.0813496112823486,0.7661952376365662,0.0,0.001
2.0791022777557373,0.7679660320281982,0.0,0.001
2.077073812484741,0.7699233293533325,0.0,0.001
2.075068235397339,0.7705240249633789,0.0,0.001
