Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
0.007014690818712877,0.007907639526567886,-0.010074365472553333,0.002914453628842848,-0.004012735018180788,0.002096496475100964,-0.00185640048388053,0.01657399280578145
0.007173077672565253,0.00793367545029433,-0.01001936531601158,0.0028962581830020324,-0.003772994088566139,0.0021387586279780976,-0.0019153978300195142,0.01654446628589461
0.006866938295837566,0.007762259075136946,-0.010055953597131184,0.0028678495942815324,-0.004277347181823571,0.002069265238768641,-0.0018619051626483397,0.016675631500341903
0.0073192696749211535,0.007928782134962176,-0.009930830509130462,0.0028516319456264316,-0.003548283278209885,0.002166123449249366,-0.00196974842252811,0.01649330784351144
0.006726601668765328,0.0075339136876862445,-0.009976698966298991,0.0027686381571212226,-0.004556541380675044,0.0020620478981003693,-0.0019289049549455622,0.016818091285013548
0.007437939099105807,0.007915817783165855,-0.009822187146252201,0.002799727480648162,-0.0033594053261294943,0.002183429934484532,-0.0020144875251863446,0.01641672123180346
0.006592854719525549,0.0072626606831895256,-0.009857698113338215,0.0026257463485973576,-0.004840221974800829,0.002058973221000432,-0.002033456103065684,0.01697689817545217
0.007533779368720843,0.007857763849781844,-0.009677341370913002,0.002715915904050542,-0.0032206118495290426,0.002195061485185529,-0.0020685009624167305,0.016339266546376296
0.006458437228690353,0.007005960647652245,-0.009719913347599527,0.0024693370739666265,-0.005099659083409258,0.0020532796260494535,-0.002131317001932309,0.01710275798623001
0.007579060904368267,0.00781139689261016,-0.009519669467420831,0.0026173737954891907,-0.003128495922332525,0.0021980109895086697,-0.0020896814305410016,0.016214570388904184
0.006315972341584945,0.006842537019999509,-0.009602861105464105,0.002351419838863635,-0.005306248437523142,0.0020326467220124766,-0.002149306155270425,0.017138407514157572
0.007588697485228166,0.0077166079290943166,-0.009348639765581595,0.0024893838795502234,-0.0031073401289681696,0.0021875069352961796,-0.002107269678238044,0.0160994868375431
0.0061589344484001595,0.006820568906585513,-0.009543695120015556,0.0023175026748600953,-0.005452437738804712,0.0019951226495666247,-0.0020560059206962134,0.017055006361096803
0.007533197960167306,0.007695302256410286,-0.009220207909471562,0.0024076147221018676,-0.003135028488392983,0.0021678173057639322,-0.002046469937158346,0.015907154849852806
0.005990375961855513,0.006920290318163197,-0.009551389252569542,0.0023679786334674865,-0.005557995567534792,0.0019511934491212584,-0.001875154209527885,0.016885329490754875
0.0074390360686694855,0.007696361855564138,-0.00912201581842311,0.0023575301463818464,-0.003216263457315104,0.0021352997647273208,-0.001951662099864757,0.015689324708301564
0.0058121692604731455,0.007095015124410297,-0.009606413545270415,0.0024731487174420538,-0.005639697901997018,0.0018989295021526061,-0.0016427205560759599,0.016670516946548947
0.007303358546386388,0.007758758589052255,-0.009060138470975252,0.002338614760487674,-0.003322749412111005,0.0020949708153322785,-0.0018080607247754406,0.015417031926414521
0.007168668242148207,0.007701665936459288,-0.008979706289967013,0.002277514337787704,-0.003489268807700108,0.00206698111482764,-0.0017527541037045155,0.015266223688778406
0.005666317613823935,0.0071794177324356915,-0.009640574397938202,0.0025458485752728106,-0.00573932750820728,0.0018667409935732957,-0.0014838582781824601,0.01654347224294224
0.007033794087517455,0.007595594803443623,-0.008915875707683782,0.002223541501224161,-0.003679406330790948,0.002045725377454734,-0.001743517906516675,0.015177533506771281
0.006883252730427318,0.007567465598791864,-0.008905353452649273,0.00223033480184815,-0.0038377553369985827,0.002028630591222637,-0.001695845465962249,0.015039683936350126
0.006740776257215913,0.007577050824362285,-0.008922297460933742,0.0022705714376268877,-0.0039633521058249094,0.0020214907953204804,-0.0016319246775518726,0.014883971191324804
0.006599156848544114,0.00763595767950791,-0.008959040250698913,0.0023325492704213994,-0.004059646795117381,0.0020265816268530265,-0.0015472448777011085,0.014703479316865074
0.006484635350487876,0.007634980816502698,-0.008981988186188719,0.0023637023108721276,-0.004160139820960544,0.002041039254648814,-0.0015210049266346714,0.014592589609441285
0.00637613921522164,0.007685765500337187,-0.009039653176338947,0.0024220561247684227,-0.004236256800511827,0.0020457929808411273,-0.0014604637406971297,0.014454327779857142
0.006281724735442708,0.007749974823516111,-0.009112763983572924,0.0024905844681332788,-0.004299454298233453,0.002044994708944201,-0.0013903258752444173,0.014337711175205766
0.006308101269952544,0.007435977762951872,-0.008926198588173458,0.002163505561171541,-0.004308164026731647,0.002006532104894078,-0.0016810175536556885,0.014469415378099003
0.006247394398995509,0.007459857127281618,-0.008998295728997177,0.0022276249488561457,-0.004367229259180692,0.0019901054736597996,-0.0015780052604682962,0.01447358270586614
0.006198574825251998,0.00747754513603123,-0.009068097739183774,0.0022888902859427296,-0.004420491267748167,0.0019709559822777335,-0.0014748636163272114,0.014495036839789413
