Coeff Mode 1,Coeff Mode 2,Coeff Mode 3,Coeff Mode 4,Coeff Mode 5,Coeff Mode 6,Coeff Mode 7,Coeff Mode 8
143.37887470322502,30.091712803180116,-39.391632675019,-1.119950310503075,24.92156226565058,12.396606379957026,13.561608073066221,-7.409381694903156
-6.976212876809373,36.269269925737795,64.25331266117253,102.26553421995654,20.573078756644072,-9.965665734407315,-22.831831772984653,-11.345045121345759
-235.11612330535806,108.245995883173,-3.5309895868556342,34.05931587595668,-22.565341508568572,19.318770051064718,-19.37754325058652,-11.224934778948406
-526.0510127127752,84.96522075177799,-66.06334909520174,84.79560690743186,47.628349632727,-62.43647075012857,42.58655073468104,-16.706186897933645
-799.6375171975941,-232.99789471807046,-5.569730576608098,35.15621292078741,-35.109131810775935,19.85976876991526,-43.316750670881525,-34.381036682278925
156.43063286832935,44.07627347119837,-30.27910176602495,-3.6641371783696233,30.665715672794356,-6.603243295024158,-24.277019993024442,-22.170104418382344
17.6614075061594,28.453365547822894,27.475251404729264,101.26334905581218,19.941943260069948,-2.018255217727799,-17.777903572644465,-18.869772064859845
-112.54220147384325,52.64606897390719,48.974536233843054,11.680121456634657,-19.78361509555253,-34.692651448432386,10.251900700842757,-14.980911662941905
-399.1943380030234,173.60876201246253,-39.795887265723245,58.309614729016815,-14.948540186494094,25.321683539116886,-24.258336048144546,19.963339283451823
-671.1212371412746,18.725538796131882,-65.6603909293908,59.85657567750749,83.66038967620669,-42.48874482492153,-19.36493957220966,41.808362924765824
161.05130133603905,50.89204296988963,-32.474509190944424,-10.398828852926757,33.06611046678141,-9.152624891844049,-33.040765480032334,-22.24045475369598
150.79945354828214,6.535795388600127,-106.09367471638683,145.27901248473034,-1.6637444072759635,49.98847058626312,55.17992599099068,-32.32966496164064
-93.22051157541412,52.725918137535835,62.77293456257699,21.993826043466154,-2.472897180344834,-35.98775681549686,-3.3707008094337056,-13.209036788932224
-333.15318499444396,152.82410034339117,-6.93770840806855,45.23508873413176,-29.633178177954647,28.45392888369442,-28.6462714888862,-11.418447474900907
-513.076354585589,116.28376893201265,-46.63638962653645,55.13029515962427,33.18303400167849,-46.049433668126916,-27.144535959826715,-79.76835112060886
168.47091467003176,49.46495929761743,-36.31810602053567,-23.012676303669373,37.874175191303706,-4.4790476614179076,-34.499511900027514,-25.416950698427964
166.59518326186566,26.87494265927477,-119.22984043157032,139.4961753367724,-48.87765810627677,-38.311181341877685,-19.38012893117665,-13.745695115209712
-57.069502279892326,62.010901363717664,92.17264771558528,87.19452630983525,16.977570974376842,-34.75039784249801,-24.275924583661098,-14.602513866649353
-208.11753203130465,69.60498489920656,65.30086129150364,19.221325448661382,-56.0475436545463,-43.12705440274994,40.16703586620298,-24.96789346423926
-505.08793544083744,158.2517903127076,-47.92479645921811,69.01160547622699,29.834510840430298,-17.997871265421672,-18.559722621432535,-64.80813951943135
175.40297705850213,47.710389619501576,-38.90021026239371,-24.756169357200466,43.10490705307498,1.460526863635533,-33.28896694653831,-32.186173952249575
146.8694928399004,57.375208166113794,-95.61118099220651,96.98006531149979,-54.85947443396654,-97.49813744303329,-69.04578410869911,-10.63342617801859
18.991262430584797,57.263434125776286,108.51315414491425,207.57220153385308,56.81768287044555,7.491764986353159,-42.97738686897347,-26.531477324092833
-145.18041122094854,71.41838321543423,76.26035559814092,16.785252857357943,-14.988496622402641,-50.37486883998432,4.503222638838261,-18.722611575923878
-423.0581473349205,193.17211630938266,-7.89351959378196,52.625814699154944,-36.004415706544464,36.617284812774415,-41.97359560959986,-17.811512148981258
