epoch,train_loss,test_loss,physics_loss
1,4.334204196929932,2.8707809448242188,0.0
2,4.25694465637207,2.8453025817871094,0.0
3,4.1819562911987305,2.8214709758758545,0.0
4,4.109241962432861,2.7991225719451904,0.0
5,4.038793087005615,2.778271198272705,0.0
6,3.9705865383148193,2.7588915824890137,0.0
7,3.9045889377593994,2.7409324645996094,0.0
8,3.8407578468322754,2.7243268489837646,0.0
9,3.7790441513061523,2.7090024948120117,0.0
10,3.719392776489258,2.6948885917663574,0.0
11,3.6617472171783447,2.6819159984588623,0.0
12,3.606048107147217,2.670017957687378,0.0
13,3.552236557006836,2.659130096435547,0.0
14,3.5002543926239014,2.6491880416870117,0.0
15,3.450044631958008,2.6401307582855225,0.0
16,3.4015512466430664,2.6319003105163574,0.0
17,3.3547205924987793,2.6244449615478516,0.0
18,3.3095004558563232,2.6177213191986084,0.0
19,3.265840530395508,2.611693859100342,0.0
20,3.22369384765625,2.606333017349243,0.0
21,3.183016061782837,2.6016147136688232,0.0
22,3.1437644958496094,2.5975208282470703,0.0
23,3.1059012413024902,2.594038486480713,0.0
24,3.069390058517456,2.5911617279052734,0.0
25,3.034198522567749,2.588890314102173,0.0
26,3.000295877456665,2.587228298187256,0.0
27,2.967653751373291,2.5861854553222656,0.0
28,2.9362449645996094,2.58577299118042,0.0
29,2.9060442447662354,2.586003541946411,0.0
30,2.8770272731781006,2.5868897438049316,0.0
31,2.8491687774658203,2.588442802429199,0.0
32,2.8224453926086426,2.5906708240509033,0.0
33,2.7968316078186035,2.5935792922973633,0.0
34,2.7723026275634766,2.59717059135437,0.0
35,2.7488324642181396,2.601442813873291,0.0
36,2.7263944149017334,2.6063907146453857,0.0
37,2.7049598693847656,2.612004518508911,0.0
38,2.6844992637634277,2.6182713508605957,0.0
39,2.664982557296753,2.625173807144165,0.0
40,2.6463778018951416,2.632690668106079,0.0
41,2.628652334213257,2.6407954692840576,0.0
42,2.6117725372314453,2.649458169937134,0.0
43,2.5957043170928955,2.658644199371338,0.0
44,2.5804126262664795,2.668315887451172,0.0
45,2.5658624172210693,2.6784300804138184,0.0
46,2.552018642425537,2.688941717147827,0.0
47,2.538846015930176,2.699803352355957,0.0
48,2.526309013366699,2.7109642028808594,0.0
49,2.514373779296875,2.722372055053711,0.0
50,2.503005266189575,2.733973264694214,0.0
51,2.492170572280884,2.7457146644592285,0.0
52,2.4818358421325684,2.757542610168457,0.0
53,2.4719696044921875,2.7694034576416016,0.0
54,2.4625391960144043,2.781245231628418,0.0
55,2.453514575958252,2.793015956878662,0.0
