Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
0.008467637179252975,0.0033251285250874255,-9.234400354877135e-05,0.00191648111896123,-0.0031991652741355683,0.0026287153829087093,-0.005248542074893395,0.00163603198833607
0.008447137217038159,0.0033924691301431484,-0.00015942905556729853,0.0019838763734446076,-0.0030457865419004724,0.002516373988209659,-0.005202558034043436,0.0016482978494390963
0.008493261763655259,0.0032355387091053123,-4.360286636306138e-05,0.0017988838508763705,-0.0033583855862284184,0.0027546227442663135,-0.005300602545364436,0.0016480438987680583
0.008452191419224661,0.003402929437707175,-0.00018577352958973337,0.002057485638883305,-0.0029844484617200795,0.002483143159821344,-0.00518317098900406,0.0017313365981046491
0.008509947765627282,0.003159210866511549,-6.744696640068049e-06,0.001690879953748281,-0.0034832067839376674,0.0028307669700020632,-0.005397726474621112,0.00160477906385742
0.008463576034545383,0.003407809542515898,-0.00018488372578817636,0.0021100863445241147,-0.002972847208815077,0.0024785367631710298,-0.00513903125519255,0.0018096461957521348
0.008523500239364717,0.003103059051769293,3.316895190630387e-05,0.001574790395605652,-0.0035915525668829273,0.0029220761118503857,-0.0054814800240539086,0.0015554656155287033
0.008473819984120914,0.0034345696190224905,-0.00018979941139352086,0.002132170147262802,-0.0029619844098627834,0.0024715898050229057,-0.005098535954791206,0.0018561527669413574
0.008540509364549772,0.003050303777819729,9.616383528968098e-05,0.0014395495724227724,-0.003722459114743254,0.003048970459368361,-0.0055692347100389505,0.001512453083971299
0.008483844873225945,0.0034518349805213564,-0.0001913722281016413,0.0021221147692048513,-0.0029619919092548908,0.0024688440233612274,-0.005084434460736753,0.0018967195541470527
0.00859322909946819,0.0029049329845745133,0.00016212701688499752,0.0013175236397640281,-0.003927560491089163,0.0032320403394471564,-0.005716283139964196,0.0015556723720661636
0.008499120419397946,0.0034643267098232915,-0.00019835836233555933,0.0020477772572498596,-0.0029427023626573756,0.0024510664506402907,-0.005145630320158162,0.0019143438162674276
0.008629820868413593,0.002815367732709089,0.0002244722982488327,0.0011991129905250925,-0.004054539184182806,0.0033546496453781237,-0.005841577372056546,0.001533137580491284
0.008661941158318212,0.0027421208793171168,0.00028686725318712557,0.0010690539880365397,-0.004182115345774958,0.0034518763231751338,-0.005959383375173297,0.0014850497763124956
0.008494300881722365,0.003521960345929537,-0.0002534647788749524,0.0019788840690212186,-0.0028541668250245448,0.0023389466226818104,-0.005191157951273191,0.0018748676148271151
0.008710621521980332,0.002633281342963029,0.0003758740340981128,0.0009367860537728908,-0.004343316354061582,0.003592620743979827,-0.00609416165744965,0.0014702814454297518
0.008515290396493467,0.0035335864966701803,-0.00027158337745009927,0.0019230197060758685,-0.002797311698124562,0.0022951763852258624,-0.005233442017868946,0.001866545542954416
0.008752907027057569,0.002539237751534759,0.00046656894018251566,0.0008208037035269409,-0.0044869083370221345,0.003726400648338534,-0.006215544107781607,0.0014432822027424712
0.008807293927954962,0.002402918965532149,0.0005780242615876151,0.0007287948089176768,-0.004659942516874808,0.003896084072568221,-0.006342994695749295,0.0014623402030711204
0.00856493315707052,0.0034853704133385966,-0.00026453792184725404,0.001862611420395069,-0.002841604228557108,0.0023355191679381416,-0.005289743871079636,0.0019196969672062886
0.008847241277763474,0.0023044321182780596,0.000661922901098489,0.0006911010527534083,-0.004764962140464282,0.004001435401294976,-0.006419046682763292,0.0014640169277570327
0.008872422371475817,0.002233042899825033,0.0007084821107905556,0.0006878102741735946,-0.004841043664121258,0.004041854665154675,-0.006463359396592567,0.0014557751372076765
0.00888013697843043,0.00220500970070439,0.0007369670629857857,0.0006945310228481717,-0.004887917096872099,0.004037510236901812,-0.006479985737652855,0.0014262155491756485
0.008898800894980873,0.0021647162661575423,0.0007958882218732815,0.0006948866888892394,-0.004975342032000095,0.004092152950894806,-0.006507478709820781,0.0014474900670810855
0.008921906034351921,0.002119495367671828,0.0008690016751754062,0.0006892173462195543,-0.005110951882756573,0.0041653970045080774,-0.006531419994232686,0.0014853959049180418
0.008942979249753711,0.002103248985156002,0.0009470202369508514,0.0006888367205081123,-0.005246548911643098,0.004233925735218413,-0.006522630631268824,0.0015038176314314735
0.009047934813193673,0.001808843449498604,0.0009140971095288692,0.0008775870225886851,-0.0055195562238677925,0.004523705208063454,-0.0067179877095298116,0.001572097654799973
0.009058635781894336,0.0017913855769202875,0.0009665236693486771,0.0009940912398098021,-0.005556637434065192,0.004583193235175774,-0.006582380007442438,0.0016298329530512361
0.00906724368565361,0.0017786883496208722,0.0010116863181689527,0.0011246876385821586,-0.005574800567558332,0.004619038828609389,-0.006429490021964989,0.001695196173202397
