Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mean
0.0022219841796027,0.0112592727544735,-0.0057868231936375,0.0011998508659862,-0.0074505503035041,0.0098269144295793,-0.0039559450108451,0.0011659239230139,-158238.26193346156
0.0021185129609347,0.0117993862731946,-0.0065127697962653,0.0007558586358595,-0.0070978894613646,0.0094273877365907,-0.003837468858932,0.0013441769169462,-163764.38934000002
0.0023663103567773,0.010718548676334,-0.0049982293989054,0.0016821028542402,-0.0077750825298619,0.0102038816505957,-0.0040672277327752,0.0009677999649248,-154127.76798384616
0.0020611681266851,0.0123201989029106,-0.0071345653185056,0.0003670261024298,-0.0067414261214396,0.0090278951512084,-0.0037095787000919,0.0014894048126234,-170481.66803076924
0.0025516146988894,0.0101989676475948,-0.0041500173426762,0.0022002150013771,-0.0080290490191655,0.0105306741226347,-0.0041797706607768,0.0007537412748919,-151710.7752173077
0.002057263413453,0.0128289911212142,-0.0076148638667441,5.642207834044566e-05,-0.0063632759228947,0.0086264211312722,-0.0035939911948421,0.0015694755436127,-178662.26506615386
0.0027803317600988,0.0097115262130334,-0.0032349040649128,0.0027449529499651,-0.0082083239305556,0.010802268948572,-0.0042826648567322,0.0005115816468513,-151193.01636346153
0.0021014607448496,0.013324495878722,-0.0079607105740362,-0.0001629726807258,-0.0059642023562791,0.0082231842214711,-0.0034985806533732,0.0015739244685399,-188037.94974115383
0.0030533629551197,0.0092674985723804,-0.0022754659484868,0.0032890590874902,-0.008318065231266,0.0110137830000152,-0.0043610851103077,0.0002588654606233,-152812.5355545
0.0021855850821624,0.0138005212048131,-0.0082003841749587,-0.0002988785116139,-0.0055664093512399,0.0078356839265072,-0.003427835357613,0.0015157397753549,-198251.475905
0.0033562711033998,0.0088564177274652,-0.0013066970301796,0.003816433505191,-0.0083836334774518,0.0111736908507089,-0.0044038992110325,2.7000705914603795e-05,-155940.2836076923
0.0023069331727366,0.0142466685886459,-0.0083420408044186,-0.0003627038328316,-0.0051847041866219,0.0074737436150892,-0.0033796701681506,0.0013878932140465,-209113.8004271923
0.0036844327894226,0.0084753868503198,-0.0003214709302514,0.0043201774273549,-0.0083863350025321,0.0112651726573874,-0.0044187113371727,-0.0001910280149111,-160517.68630384613
0.004033606011659,0.0081373653881487,0.0006479768501531,0.0047758681906667,-0.0082808009347001,0.0112427772833863,-0.0044105299286211,-0.0004005360276075,-166703.87254230768
0.0024633756444417,0.0146597321447186,-0.008392185324006,-0.0003634904127666,-0.0048736160785205,0.0071839495046075,-0.0033143302502696,0.0011944832624629,-220544.100865
0.0043920277511859,0.0078483135755515,0.0015497339265277,0.0051539702392451,-0.008065186583901,0.0110933124059664,-0.0043788321939332,-0.0005870083995575,-174283.5258923077
