Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mean
0.0027360632074711,-0.0038961302093564,-0.0005479906830085,0.0043364127910704,-0.0015330447524644,0.0016024135158762,-0.0012155008335752,0.0003465183831635,0.1746675
0.0027108638463294,-0.0039539053409859,-0.0005464209928706,0.0044825659500353,-0.0015279967613642,0.0016707234203306,-0.0012037180203418,0.0005059247848844,0.1766567692307692
0.0027884031232163,-0.0038135733991677,-0.0005561896047232,0.004200308673419,-0.0015446361923747,0.0015193834052936,-0.0012616000262394,0.0001107958401176,0.1711155384615384
0.0027165371708767,-0.0039901210306529,-0.0005520744326143,0.0045851563953909,-0.0015448497684342,0.0017191190848924,-0.0012208249368575,0.0005750110444137,0.1766157692307692
0.0028410172147871,-0.0037446135171681,-0.000567082327128,0.0040971389741646,-0.0015575506949425,0.0014560708942257,-0.001311403758896,-0.000109424592278,0.1685322307692307
0.0027306275725571,-0.0040134949363084,-0.0005579551071533,0.0046107093610955,-0.0015807632598309,0.0017518698828798,-0.0012430037099743,0.0005894343944414,0.1753509615384615
0.0028914407720224,-0.0036941375663082,-0.0005802673243124,0.0040290642818786,-0.0015711313716821,0.0014153158798574,-0.001362872627758,-0.0003036538543001,0.1668868461538461
0.0027694738514901,-0.0040292624907497,-0.0005695529956261,0.0045952543574644,-0.0016269076433502,0.0017629460207019,-0.0012788779248583,0.0005444422723674,0.1749766538461538
0.002947222114695,-0.0036507642694186,-0.0005921172697383,0.0039836794277749,-0.0015851704279331,0.0013787143320372,-0.0014227821173175,-0.0004865809862859,0.1660701923076923
0.0028176060759525,-0.0040455048145548,-0.0005887261641935,0.0045414329897145,-0.0016808396969736,0.0017692046840296,-0.0013163258752607,0.0004775204590848,0.1756887692307692
0.0030228655314067,-0.0036201100277298,-0.0006072536355892,0.0039698170597962,-0.0016018908731572,0.0013340092360819,-0.0014873323344213,-0.0006703936134089,0.1677157692307692
0.0028684309320349,-0.0040687748546024,-0.0006132857137583,0.0044349682564221,-0.001757242554233,0.0017749891666511,-0.0013422954779268,0.0004048935335534,0.177599423076923
0.0030818590605576,-0.0036051232723879,-0.0006232837917391,0.0039649100665848,-0.0016145303649425,0.0013143940303419,-0.0015323405047079,-0.0008128827098838,0.1694377692307692
0.0031435243834317,-0.0035744371738419,-0.0006424220246879,0.003955322857255,-0.0016249446810582,0.0012912988984597,-0.0015852926139846,-0.0009595417490897,0.1703118461538461
0.0029003214821485,-0.0040692277651605,-0.0006258340886996,0.0042761130283367,-0.0018402465537567,0.0017582516348563,-0.0013481152644437,0.0003072069876321,0.1769084615384615
0.003207404577566,-0.0035338656967819,-0.0006572383143287,0.0039616842449864,-0.0016313228999447,0.0012481210278323,-0.0016360437167876,-0.0010990305569555,0.1717115
0.0029441674228273,-0.0040732915167522,-0.0006321934784324,0.0041168267448693,-0.0019307899454855,0.0017278512588864,-0.0013496805394604,0.0001870288972064,0.1764095769230769
0.0032300308976619,-0.0034970765416362,-0.0006661276796523,0.0039518511398126,-0.0016262386014992,0.001220323199446,-0.0016490229407853,-0.0011735079900571,0.1731235
0.0032547238939685,-0.0034788640593196,-0.0006784200092579,0.0039698870941683,-0.0016251076795838,0.0012076001225229,-0.0016550268985316,-0.0012125157592046,0.1756411538461538
