1.616137,4.543522,7.383163,10.270974,13.096969,1.608375,4.643232,7.467609,10.281543,13.132410,1.194932,4.606079,7.532325,10.372847,13.241404,1.046168,4.438760,7.607928,10.470938,13.284992,0.702041,4.547087,7.691945,10.526746,13.359713
1.636284,4.529223,7.380865,10.277089,13.106622,1.568683,4.616572,7.460902,10.279544,13.131007,1.168087,4.575805,7.515680,10.369712,13.246386,1.041035,4.414559,7.586913,10.465196,13.285308,0.692215,4.522261,7.659670,10.511907,13.355719
1.596351,4.556441,7.394621,10.287211,13.118865,1.662592,4.664489,7.479071,10.301970,13.161667,1.267750,4.633739,7.549860,10.389097,13.263736,1.103030,4.452163,7.628019,10.484055,13.306513,0.760907,4.559963,7.719949,10.546378,13.380863
1.655498,4.512217,7.383504,10.299389,13.145595,1.535546,4.584712,7.456267,10.289545,13.160547,1.151246,4.543139,7.499053,10.373612,13.267969,1.052573,4.377244,7.561032,10.462816,13.299109,0.701805,4.483685,7.621823,10.498740,13.360751
1.573866,4.568150,7.405956,10.299330,13.127240,1.722130,4.682887,7.491235,10.318563,13.184818,1.350994,4.657487,7.567858,10.405130,13.280976,1.166164,4.458852,7.646699,10.498460,13.325550,0.826922,4.567601,7.745070,10.566868,13.401639
1.671956,4.494356,7.384411,10.318034,13.180432,1.505397,4.551729,7.450827,10.292590,13.183563,1.119983,4.509714,7.481510,10.374975,13.284581,1.044955,4.338752,7.534723,10.459454,13.305716,0.698104,4.443872,7.580673,10.484494,13.362440
1.550931,4.579098,7.419988,10.313933,13.147476,1.780138,4.698950,7.505607,10.338649,13.208695,1.430524,4.678144,7.588016,10.424909,13.301481,1.224101,4.459221,7.665070,10.516851,13.349196,0.886369,4.570279,7.767230,10.589635,13.427140
1.691508,4.476028,7.392180,10.354464,13.260754,1.483914,4.517459,7.449899,10.306008,13.229572,1.111400,4.476910,7.465879,10.386079,13.318608,1.065706,4.295948,7.509613,10.462323,13.326176,0.724007,4.398052,7.538289,10.475452,13.376822
1.526469,4.588953,7.432772,10.325255,13.166798,1.833153,4.713031,7.519274,10.357006,13.227482,1.489003,4.696064,7.604322,10.442834,13.318665,1.257200,4.449668,7.682418,10.534834,13.369618,0.919761,4.564486,7.785678,10.612172,13.450198
1.710866,4.460084,7.394964,10.369235,13.269763,1.461840,4.486286,7.448267,10.313173,13.238467,1.080402,4.447277,7.452361,10.390142,13.334285,1.062411,4.256007,7.486382,10.464446,13.336328,0.730530,4.353793,7.498973,10.466495,13.381530
1.497015,4.597667,7.440989,10.328640,13.166604,1.871385,4.725424,7.529509,10.367043,13.233025,1.496509,4.709610,7.619219,10.454228,13.326695,1.231785,4.442516,7.697739,10.548480,13.379990,0.898648,4.559582,7.801616,10.629293,13.464912
1.735561,4.444183,7.411900,10.425982,13.372966,1.446413,4.454862,7.454185,10.348475,13.315555,1.079382,4.418348,7.442875,10.414344,13.395309,1.096736,4.213857,7.464847,10.477422,13.379568,0.770663,4.310883,7.458572,10.466662,13.412775
1.463842,4.605516,7.447988,10.332286,13.160783,1.890429,4.735792,7.537970,10.375267,13.237090,1.449958,4.718896,7.632806,10.463888,13.333933,1.150131,4.433292,7.711234,10.560259,13.388701,0.825491,4.557104,7.816068,10.644430,13.477405
1.759342,4.428484,7.423814,10.461627,13.419651,1.422737,4.425421,7.456986,10.373493,13.357980,1.042921,4.389282,7.432080,10.431317,13.436402,1.090941,4.176896,7.443508,10.485803,13.412777,0.774671,4.275948,7.422192,10.463440,13.434688
1.428689,4.612278,7.459656,10.345735,13.174189,1.902062,4.743298,7.549544,10.393168,13.254486,1.386637,4.725593,7.646654,10.480233,13.353842,1.056629,4.415574,7.723304,10.575874,13.408978,0.743064,4.541898,7.828087,10.662184,13.498550
1.787422,4.414183,7.443210,10.519761,13.516292,1.396773,4.397734,7.464365,10.410616,13.426248,1.008655,4.363179,7.423703,10.459196,13.497007,1.087696,4.142752,7.424563,10.500666,13.463376,0.783536,4.247120,7.387362,10.465694,13.470275
1.392267,4.617103,7.475849,10.368827,13.207099,1.907763,4.747092,7.564296,10.418845,13.287428,1.331331,4.729060,7.659903,10.503156,13.384484,0.982882,4.382421,7.732959,10.596587,13.439754,0.686018,4.512454,7.835831,10.679740,13.528234
1.810482,4.401927,7.452986,10.556227,13.568578,1.362000,4.376018,7.466142,10.431473,13.462839,0.912849,4.341385,7.415189,10.473398,13.532597,1.006982,4.122251,7.407618,10.507511,13.490022,0.721915,4.234752,7.358551,10.462434,13.488020
1.833426,4.391171,7.464214,10.590885,13.610707,1.341508,4.355591,7.469488,10.454336,13.495547,0.856082,4.322449,7.409176,10.489679,13.566404,0.962491,4.105280,7.393397,10.516004,13.517803,0.691729,4.224902,7.332705,10.461964,13.508437
1.353731,4.619841,7.499896,10.412452,13.283191,1.923596,4.744711,7.581542,10.458421,13.352070,1.348465,4.727724,7.673254,10.537170,13.436347,0.995553,4.336629,7.740398,10.622145,13.488728,0.714064,4.466535,7.837608,10.701785,13.572178
1.859569,4.380907,7.483131,10.641377,13.687627,1.326378,4.334873,7.477074,10.491166,13.559348,0.846824,4.305705,7.405633,10.516849,13.622696,0.976830,4.086526,7.380474,10.530160,13.564042,0.719929,4.213212,7.307488,10.466722,13.543161
