89514.359400,-18522.009800,-71513.304700,-161445.625000,-248771.500000,71021.429700,-57409.816400,-118841.961000,-182471.984000,-291197.688000,65063.597700,-52368.625000,-159685.375000,-238226.344000,-356363.781000,52118.371100,15730.959000,-212328.984000,-316427.813000,-386902.906000,45425.250000,-9009.033200,-277439.719000,-361585.531000,-460406.125000
88710.687500,-10677.871100,-69433.062500,-170028.047000,-272477.094000,71768.656300,-44190.668000,-113691.781000,-184511.000000,-306667.406000,65619.070300,-38595.164100,-147453.531000,-234190.219000,-367276.625000,52607.277300,31560.855500,-192962.297000,-309845.969000,-388227.281000,46328.480500,10781.555700,-249677.688000,-345668.813000,-453699.500000
90427.179700,-25709.544900,-75112.687500,-157581.703000,-234104.328000,70501.468800,-69301.578100,-124897.820000,-184347.453000,-283868.938000,65065.832000,-64765.722700,-171824.250000,-245285.313000,-352759.563000,52239.933600,1550.288820,-230448.922000,-325254.188000,-391800.250000,45140.886700,-27399.574200,-302529.344000,-378557.094000,-472135.406000
88023.132800,-2374.291020,-68907.109400,-183170.750000,-304423.000000,72729.101600,-30034.201200,-109551.930000,-190382.922000,-329663.688000,66445.289100,-23815.703100,-135436.391000,-233242.672000,-385304.156000,53575.753900,48136.593800,-172790.750000,-305666.781000,-395702.625000,47691.785200,30933.652300,-219824.438000,-331139.375000,-452125.188000
91358.929700,-32182.320300,-80271.031300,-158578.063000,-228751.750000,69766.906300,-79656.804700,-131855.906000,-190288.688000,-284877.625000,64608.195300,-75581.976600,-183797.656000,-255446.188000,-356695.375000,51794.562500,-10416.660200,-247092.297000,-336341.844000,-403130.844000,44324.000000,-43655.136700,-324697.656000,-396519.781000,-489021.594000
87229.953100,6184.339360,-70149.945300,-201062.016000,-344644.406000,73826.695300,-15251.370100,-106651.438000,-200521.328000,-360539.969000,67016.343800,-8491.149410,-124001.383000,-235814.125000,-410827.969000,54233.714800,65175.835900,-152278.453000,-304255.094000,-410017.094000,48671.074200,51162.300800,-188630.359000,-318557.406000,-456391.281000
92374.062500,-37916.242200,-86878.242200,-164218.266000,-232193.531000,68847.359400,-88432.984400,-139623.516000,-199944.484000,-293749.969000,63656.500000,-84611.718800,-195562.203000,-268483.438000,-367727.000000,50848.144500,-20305.263700,-262150.469000,-349567.594000,-420371.156000,42958.531300,-57859.820300,-343870.000000,-415272.031000,-510693.156000
86390.273400,14703.383800,-73125.398400,-223271.813000,-392190.063000,75243.531300,-363.077850,-105066.906000,-214692.266000,-398559.906000,67970.648400,6856.178220,-113508.148000,-241829.672000,-443196.281000,55370.308600,81931.960900,-132083.844000,-305660.719000,-430802.031000,50121.863300,70681.523400,-157214.719000,-308286.719000,-466369.219000
93388.507800,-42914.742200,-94838.898400,-174267.875000,-244205.109000,67996.882800,-95609.656300,-148125.875000,-213113.047000,-310239.594000,62429.628900,-91776.656300,-207045.844000,-284206.375000,-385503.469000,49557.437500,-28073.689500,-275667.969000,-364790.406000,-443148.719000,41178.601600,-69898.679700,-360023.219000,-434650.719000,-536832.875000
85368.023400,23117.291000,-77844.242200,-249600.016000,-446909.844000,76869.070300,14449.450200,-104776.852000,-232770.438000,-443511.625000,68689.539100,21999.291000,-104036.727000,-251320.234000,-482136.844000,56220.437500,98415.531300,-112437.352000,-309711.750000,-458068.344000,51276.781300,89309.039100,-125922.398000,-300409.375000,-482116.719000
94377.046900,-47120.226600,-103703.719000,-187841.344000,-263531.438000,67175.359400,-101152.484000,-156965.953000,-228990.859000,-332902.625000,60715.855500,-97013.695300,-217933.547000,-301725.875000,-408611.156000,47712.835900,-33732.726600,-287454.563000,-381181.688000,-470059.625000,38864.265600,-79608.078100,-373017.625000,-453932.969000,-565962.750000
84326.296900,31234.595700,-83894.671900,-278920.281000,-506593.813000,79000.031300,28761.423800,-105466.898000,-253767.016000,-493301.531000,70220.132800,36556.203100,-95594.843800,-263473.281000,-525738.250000,58011.527300,113834.039000,-93710.945300,-315683.125000,-490191.844000,53276.765600,106043.516000,-95543.273400,-294532.906000,-502267.656000
95477.812500,-50527.519500,-113129.531000,-204331.703000,-289058.594000,66593.625000,-105108.391000,-165833.000000,-246872.703000,-360615.656000,58874.109400,-100262.320000,-227993.734000,-320362.531000,-436012.656000,45849.109400,-37874.410200,-297406.281000,-398115.344000,-499974.719000,36586.558600,-87434.968800,-382962.813000,-472662.594000,-596959.250000
