0.146384,0.044788,-0.098216
0.146383,0.032716,-0.098214
0.146385,0.056950,-0.098208
0.146382,0.020685,-0.098202
0.146386,0.069283,-0.098190
0.146380,0.008615,-0.098179
0.146386,0.081873,-0.098163
0.146379,-0.003573,-0.098145
0.146387,0.094771,-0.098127
0.146377,-0.015973,-0.098102
0.146388,0.108029,-0.098083
0.146376,-0.028658,-0.098051
0.146388,0.121702,-0.098030
0.146374,-0.041667,-0.097995
0.146389,0.135871,-0.097970
0.146372,-0.055038,-0.097939
0.146389,0.150578,-0.097902
0.146370,-0.068859,-0.097888
0.146368,-0.083240,-0.097847
0.146389,0.165893,-0.097826
0.146367,-0.098322,-0.097821
0.146367,-0.114059,-0.097807
0.146367,-0.130356,-0.097801
0.146367,-0.147107,-0.097800
0.146367,-0.164150,-0.097798
0.146367,-0.181352,-0.097794
0.146367,-0.198694,-0.097787
0.146367,0.831044,-0.097777
0.146367,0.813522,-0.097764
0.146367,0.795904,-0.097748
0.146388,0.181876,-0.097742
0.146367,0.778177,-0.097730
0.146368,0.760407,-0.097709
0.146368,0.742627,-0.097685
0.146368,0.724925,-0.097659
0.146388,0.198570,-0.097651
0.146366,0.707305,-0.097630
0.146364,0.689653,-0.097598
0.146362,0.671761,-0.097563
0.146387,0.216034,-0.097552
0.146360,0.653491,-0.097524
0.146359,0.634773,-0.097482
0.146385,0.234341,-0.097445
0.146357,0.615530,-0.097434
0.146356,0.595657,-0.097381
0.146384,0.253555,-0.097333
0.146356,0.575126,-0.097322
0.146355,0.553935,-0.097257
0.146381,0.273735,-0.097216
0.146355,0.532039,-0.097184
0.146356,0.509401,-0.097105
0.146379,0.294908,-0.097098
0.146357,0.486051,-0.097021
0.146376,0.317083,-0.096986
0.146359,0.462091,-0.096937
0.146373,0.340167,-0.096889
0.146361,0.437660,-0.096861
0.146371,0.364001,-0.096818
0.146364,0.412995,-0.096806
0.146368,0.388330,-0.096789
0.146386,0.044810,-0.096437
0.146385,0.032856,-0.096434
0.146387,0.056860,-0.096420
0.146383,0.020953,-0.096409
0.146388,0.069085,-0.096383
0.146382,0.009021,-0.096363
0.146389,0.081571,-0.096329
0.146381,-0.003018,-0.096295
0.146390,0.094366,-0.096256
0.146379,-0.015264,-0.096207
0.146391,0.107526,-0.096167
0.146377,-0.027798,-0.096101
0.146391,0.121103,-0.096062
0.146375,-0.040668,-0.095986
0.146392,0.135179,-0.095941
0.146373,-0.053922,-0.095868
