-0.262650,0.175183,0.258472,0.349869,0.440736,-0.573837,0.198287,0.270275,0.345628,0.446816,-0.412466,0.152317,0.277202,0.361476,0.457659,-0.249011,0.131797,0.288219,0.375867,0.455582,-0.269868,0.078883,0.308435,0.382991,0.466458,0.087035
-0.269722,0.178501,0.259686,0.350154,0.439755,-0.578204,0.204975,0.271767,0.347736,0.446675,-0.421228,0.161104,0.280879,0.363313,0.457631,-0.257507,0.141872,0.293538,0.377268,0.457562,-0.275850,0.094625,0.315443,0.386306,0.468683,0.098114
-0.254776,0.168201,0.256574,0.351187,0.445360,-0.570112,0.186731,0.267176,0.343999,0.449086,-0.404949,0.139949,0.270560,0.358704,0.459058,-0.243088,0.117536,0.277948,0.372703,0.453876,-0.264903,0.060803,0.294428,0.376669,0.463011,0.073273
-0.275690,0.178671,0.260241,0.350904,0.440822,-0.582118,0.206412,0.271887,0.349732,0.447714,-0.430284,0.165327,0.281662,0.364253,0.458250,-0.266849,0.143982,0.294139,0.377048,0.459417,-0.281705,0.101884,0.315888,0.386928,0.469742,0.103753
-0.247282,0.162042,0.255608,0.353730,0.451009,-0.566158,0.176501,0.265252,0.343742,0.452208,-0.398484,0.129333,0.265377,0.357236,0.461362,-0.239421,0.105180,0.269172,0.371079,0.453677,-0.262122,0.046661,0.281574,0.372174,0.461218,0.061170
-0.281781,0.177960,0.260139,0.350438,0.440597,-0.583264,0.205542,0.271532,0.350591,0.447812,-0.436856,0.167041,0.281592,0.364268,0.457633,-0.273824,0.139705,0.293214,0.376033,0.460016,-0.285018,0.101213,0.314036,0.386798,0.469612,0.104096
-0.239909,0.156889,0.255645,0.356840,0.456802,-0.562856,0.167946,0.264672,0.344468,0.455880,-0.393823,0.120552,0.261909,0.357166,0.464564,-0.237424,0.095247,0.262134,0.371120,0.454742,-0.262227,0.036438,0.270532,0.369866,0.461237,0.050648
-0.288131,0.177230,0.261298,0.352651,0.443949,-0.581999,0.203667,0.272172,0.353547,0.451301,-0.440794,0.167215,0.282097,0.366027,0.460228,-0.278233,0.131626,0.292473,0.376743,0.463107,-0.285912,0.097245,0.311604,0.387845,0.471758,0.100679
-0.232153,0.152251,0.256426,0.360868,0.463895,-0.560416,0.160080,0.264864,0.346436,0.461713,-0.390470,0.112785,0.259390,0.358138,0.469415,-0.235707,0.086403,0.256054,0.372204,0.457276,-0.263253,0.028670,0.260388,0.368742,0.462615,0.041211
-0.294138,0.177283,0.263736,0.356181,0.447903,-0.578823,0.202491,0.274074,0.358070,0.456093,-0.442630,0.167540,0.283788,0.369551,0.464754,-0.279446,0.120966,0.293077,0.379537,0.468151,-0.284557,0.092081,0.310469,0.390449,0.476209,0.095099
-0.224559,0.149308,0.259470,0.368883,0.476581,-0.558607,0.153940,0.267055,0.351977,0.472593,-0.387223,0.106927,0.259050,0.362320,0.479199,-0.234028,0.079554,0.252653,0.376105,0.464304,-0.264333,0.024339,0.253034,0.370524,0.468104,0.033440
-0.299961,0.178817,0.267381,0.360502,0.451660,-0.573314,0.203367,0.277419,0.364206,0.460944,-0.442955,0.169970,0.287049,0.374762,0.470024,-0.276582,0.106831,0.295905,0.384514,0.474721,-0.280607,0.084908,0.312290,0.395000,0.482825,0.087909
-0.218172,0.147693,0.262600,0.375365,0.486357,-0.557460,0.149276,0.269624,0.356743,0.480827,-0.383863,0.102702,0.259693,0.366661,0.486884,-0.234095,0.074429,0.251108,0.380246,0.470621,-0.266343,0.022473,0.247987,0.373212,0.473752,0.027062
-0.212458,0.144722,0.265086,0.381552,0.495589,-0.557063,0.143011,0.270807,0.361273,0.488903,-0.380327,0.097654,0.258470,0.370139,0.494142,-0.234112,0.068352,0.247298,0.382707,0.476205,-0.266601,0.019092,0.240539,0.373640,0.478266,0.021222
-0.306389,0.178762,0.268140,0.360930,0.451554,-0.567711,0.202273,0.278118,0.365748,0.461172,-0.441267,0.170949,0.287484,0.375902,0.470307,-0.271596,0.088634,0.295989,0.385662,0.475961,-0.273810,0.073904,0.311337,0.395891,0.484208,0.077468
-0.207371,0.141677,0.267386,0.389241,0.507208,-0.558052,0.137355,0.271312,0.366551,0.498744,-0.376970,0.093744,0.256782,0.373396,0.502658,-0.232755,0.064120,0.243199,0.384279,0.482260,-0.264273,0.017145,0.233555,0.373158,0.482459,0.017691
-0.311713,0.178909,0.269281,0.362409,0.454202,-0.562957,0.200857,0.279121,0.367620,0.463261,-0.439100,0.171301,0.288116,0.377558,0.471543,-0.268095,0.069417,0.296453,0.387258,0.477883,-0.267457,0.061776,0.310526,0.397211,0.486258,0.065011
-0.202232,0.140412,0.268586,0.392908,0.512590,-0.560540,0.134653,0.271425,0.369516,0.503379,-0.372678,0.093056,0.256117,0.375143,0.506755,-0.227552,0.063049,0.241589,0.384698,0.485571,-0.258463,0.018680,0.230413,0.372931,0.484682,0.016523
-0.195720,0.140558,0.270939,0.397510,0.518655,-0.565079,0.133850,0.272535,0.374280,0.509056,-0.371336,0.094524,0.256984,0.378562,0.512034,-0.223463,0.063904,0.242116,0.386456,0.491135,-0.253933,0.023211,0.229907,0.374358,0.489013,0.016614
-0.317721,0.180689,0.272781,0.367656,0.461602,-0.559241,0.201033,0.282300,0.372753,0.470210,-0.438202,0.172465,0.291200,0.382504,0.477507,-0.267821,0.051422,0.299652,0.392031,0.483999,-0.264773,0.051455,0.312574,0.401383,0.492559,0.052301
-0.188314,0.140866,0.272685,0.401270,0.524432,-0.570269,0.133794,0.272959,0.378648,0.514165,-0.372280,0.096950,0.257478,0.381184,0.516102,-0.221352,0.066023,0.242663,0.387185,0.495849,-0.251929,0.029850,0.230012,0.374940,0.492274,0.017084
-0.181557,0.142590,0.274075,0.403300,0.527929,-0.573705,0.136023,0.273507,0.382252,0.517171,-0.373739,0.101591,0.258991,0.383330,0.517878,-0.220214,0.070645,0.245185,0.387742,0.499282,-0.252434,0.039433,0.233115,0.376182,0.494899,0.019053
-0.175672,0.145077,0.274347,0.402045,0.526458,-0.575526,0.139519,0.273617,0.383341,0.515768,-0.374610,0.107344,0.260722,0.383901,0.515516,-0.218975,0.076493,0.248712,0.387280,0.499760,-0.253471,0.049898,0.237946,0.377213,0.495479,0.021997
