5.629776,5.904010,5.771354,5.671270,5.601019,5.958690,7.183640,6.959042,6.901999,6.839589,3.843551,8.350757,8.200697,8.079115,7.985615,3.702765,9.525062,9.424717,9.253747,9.191233,3.705811,10.741155,10.688791,10.482048,10.388004
5.629520,5.912773,5.750620,5.625128,5.537079,5.963890,7.201105,6.945415,6.865018,6.780358,3.855461,8.365596,8.197355,8.049798,7.931333,3.725942,9.540446,9.434124,9.230896,9.145945,3.717570,10.745144,10.712420,10.468479,10.350290
5.628023,5.891122,5.790483,5.716311,5.667055,5.962932,7.158243,6.970470,6.937601,6.899807,3.866333,8.327287,8.199848,8.106174,8.037667,3.711641,9.494821,9.409644,9.273766,9.234883,3.720361,10.719741,10.656510,10.491574,10.422823
5.626896,5.917286,5.728022,5.580010,5.472502,5.967973,7.210747,6.929619,6.825413,6.720973,3.867619,8.371421,8.189804,8.017800,7.875501,3.748379,9.542765,9.437665,9.205659,9.097704,3.727719,10.734767,10.726319,10.450783,10.309112
5.624634,5.875465,5.808394,5.759315,5.734371,5.974326,7.126651,6.980187,6.971691,6.957806,3.910232,8.296348,8.196159,8.131542,8.087784,3.742280,9.452772,9.390153,9.291682,9.276765,3.754725,10.683552,10.618443,10.498064,10.455503
5.624272,5.917543,5.705343,5.537099,5.413538,5.966736,7.212163,6.913262,6.785461,6.665351,3.869246,8.367853,8.179059,7.985668,7.823955,3.761675,9.534123,9.435155,9.180579,9.049489,3.730854,10.711793,10.730018,10.430817,10.267834
5.620041,5.858288,5.825626,5.800688,5.798912,5.989926,7.091710,6.989037,7.004052,7.012383,3.966501,8.259974,8.191222,8.155924,8.136162,3.785022,9.403887,9.368586,9.308795,9.316895,3.798806,10.637682,10.577907,10.502971,10.486943
5.622549,5.913895,5.684207,5.499358,5.362827,5.962880,7.206018,6.898218,6.749246,6.616374,3.878542,8.355764,8.166645,7.955629,7.778755,3.782369,9.514155,9.427174,9.158364,9.004713,3.737441,10.675566,10.724469,10.410962,10.229306
5.615373,5.840991,5.841356,5.838707,5.858170,6.004378,7.055608,6.996652,7.033295,7.061905,4.014493,8.221011,8.185267,8.178180,8.180661,3.821678,9.349774,9.346896,9.324215,9.353463,3.834862,10.584469,10.536546,10.506115,10.515649
5.621988,5.905691,5.666554,5.468765,5.323692,5.947841,7.191618,6.885393,6.719791,6.577886,3.869104,8.334950,8.152473,7.930510,7.743346,3.788752,9.480454,9.413232,9.140587,8.967747,3.731287,10.625848,10.708578,10.392096,10.197142
5.610435,5.823880,5.852761,5.869390,5.907007,6.009233,7.019474,7.000868,7.055985,7.102619,4.024264,8.179373,8.177206,8.194341,8.216562,3.824498,9.295607,9.324931,9.334615,9.381365,3.837829,10.528715,10.494918,10.505307,10.536519
5.622210,5.891653,5.651938,5.447813,5.297051,5.926987,7.168478,6.873974,6.697765,6.551303,3.867153,8.304265,8.135436,7.909626,7.718203,3.801678,9.435082,9.391546,9.125969,8.939885,3.726661,10.566246,10.680319,10.372922,10.170384
5.603796,5.807542,5.859441,5.892960,5.946645,5.998999,6.984267,7.001349,7.071528,7.134401,3.983267,8.137376,8.167159,8.203832,8.243628,3.778581,9.248700,9.303101,9.339463,9.400018,3.792241,10.477191,10.455809,10.500356,10.548813
5.623155,5.873425,5.641057,5.435959,5.286029,5.885175,7.138539,6.864356,6.682588,6.537028,3.825179,8.265843,8.116537,7.894065,7.704335,3.778849,9.383865,9.364284,9.115185,8.921089,3.692724,10.504915,10.642532,10.354293,10.150480
5.594373,5.792895,5.863722,5.912664,5.982077,5.977261,6.952338,6.999956,7.082890,7.160734,3.907610,8.096947,8.156546,8.209942,8.265358,3.694466,9.214940,9.282827,9.341406,9.413960,3.703637,10.434864,10.421475,10.493573,10.556754
5.623647,5.852942,5.633555,5.433908,5.288816,5.833437,7.104767,6.857088,6.673975,6.534033,3.770992,8.223478,8.097940,7.883252,7.701397,3.742583,9.332374,9.334291,9.108694,8.910132,3.647469,10.445954,10.598860,10.337675,10.136680
5.582844,5.779857,5.867706,5.932175,6.016875,5.944219,6.924347,6.998586,7.093809,7.187022,3.813834,8.059758,8.146622,8.215630,8.286761,3.590232,9.190196,9.264473,9.342886,9.427283,3.591206,10.401233,10.391652,10.487220,10.564153
5.623678,5.831532,5.629840,5.438660,5.301267,5.768946,7.068522,6.852193,6.671589,6.540301,3.688311,8.180450,8.080398,7.877842,7.707508,3.680861,9.280603,9.303477,9.106362,8.906354,3.586342,10.388708,10.552287,10.323622,10.129802
5.625991,5.809042,5.631124,5.453066,5.328484,5.706656,7.030162,6.849820,6.678622,6.561531,3.648283,8.137670,8.063668,7.879561,7.726323,3.660870,9.228772,9.271635,9.107770,8.914189,3.567873,10.332377,10.503057,10.312305,10.132122
