Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
-0.02401454372125628,0.004194976518523528,-0.009863432256117901,0.006471518398449245,-0.0003714033970060621,0.008931335015334076,-0.002030592948985854,0.0052331846588944495
-0.024366373388944318,0.004628140855811813,-0.009138573343941567,0.005870922984753594,-0.00021047262283989217,0.008521775425427525,-0.002061824867032735,0.005413791923843477
-0.023546478058037872,0.00379472213501697,-0.010577679040054466,0.007095164387910274,-0.0005227642005296122,0.009317130974617394,-0.001992690130414882,0.005020138098092489
-0.02458459174318458,0.005081302366920004,-0.00844467420509687,0.0053189550615878045,-5.403457771170628e-05,0.008112922244529669,-0.002094407730491559,0.005551853146569592
-0.022963290786660054,0.00345000532924351,-0.011271592602607405,0.0077361489198166655,-0.0006308458812844496,0.009645014907458838,-0.0019414212411650589,0.0047778889443126915
-0.02464793853671844,0.00556975241633431,-0.00780680416793722,0.004842173280746209,0.00011746444482892138,0.007698030302491166,-0.0021159366298474924,0.0056094381613283895
-0.022258600120117707,0.0031746249824736875,-0.011947211954439898,0.008384209575224871,-0.0006957019812340731,0.009912568944715372,-0.001888728016270394,0.0044955096334421685
-0.024571379439076713,0.006088054852551308,-0.007225366426058201,0.004455920336146482,0.0003061103899925227,0.007276672573959003,-0.002124473476645017,0.005576338856948415
-0.021431412114327128,0.0029795441758085454,-0.012577006672615958,0.009004700508989936,-0.0007307506588348778,0.010121442030883054,-0.001838824713927656,0.0041896088273620236
-0.024378392362124406,0.006621856954113436,-0.006686270045068211,0.0041524334859167795,0.000495403874879341,0.006869374355411899,-0.0021127949044503526,0.005464990171835743
-0.020522615573691345,0.0028410444980698306,-0.013152646359883516,0.009584446759985158,-0.0007557325323139796,0.010282842341709574,-0.0017985638449449226,0.0038980539949388937
-0.024076114868070497,0.00715794562161103,-0.006189347665694015,0.0039213189280941484,0.0006735365728948173,0.00648852224859112,-0.0020842171614068317,0.00526880315046796
-0.01954463656867442,0.0027533434717820766,-0.013692545478176376,0.01012176021034557,-0.0007513471584172362,0.01037345990423815,-0.001768832552014321,0.0036168213994804965
-0.01851111967458781,0.0027251604597227017,-0.014165253236113323,0.010585057456063975,-0.0006870090276466348,0.010341889627166957,-0.0017472366136565415,0.003340166742491546
-0.023670631951050115,0.007690770799982268,-0.005734563008527461,0.003754730206808058,0.0007951534095849188,0.006193652883165942,-0.002073125326140091,0.005000406013881671
-0.017457192697596186,0.0027505861679987895,-0.014534772514146308,0.010939622234410142,-0.0005655318769377864,0.010174628669379045,-0.0017290922673765358,0.003081631684423511
-0.023185829804192346,0.008197946115010454,-0.005315487975532026,0.0036373086263438944,0.0008776351463445132,0.005941768450944102,-0.002064902179291263,0.00467194868038307
